date,press,headline
282,August 17 2016, REUTERS," ""Banks Miss Out as Chinese Firms Do DIY Deal Advice"""
283,August 17 2016, REUTERS," ""Rise of the Machines: Chinese Investors Flock to Robo-Advisors"""
284,August 17 2016, REUTERS," ""Expert Shortage Hampers Japanese Financials in Blockchain Race"""
285,August 17 2016, REUTERS," ""Top Steel Firms' Debt Level Totals Record $150 Billion-EY"""
286,August 17 2016, REUTERS," ""Irish Business Sentiment Suffers Sharpest Quarterly Drop Since 2010"""
287,August 17 2016, REUTERS," ""Britain Seeks to Fight the Fat With Soft Drinks Sugar Levy"""
288,August 17 2016, REUTERS," ""Peabody Gets U.S. Court Approval for Clean-Up Deals, Executive Bonuses"""
289,August 17 2016, REUTERS," ""American Apparel Hires Investment Bank to Explore Sale: Sources"""
290,August 17 2016, REUTERS," ""Bosch Worked 'Hand-In-Glove' With VW in Emissions Fraud: Lawyers"""
291,August 17 2016, REUTERS," ""U.S. Senator Expresses Concern About Ag Tech Mergers"""
292,August 17 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
293,August 17 2016, THE ASSOCIATED PRESS," ""Dolphins' Hard Rock Stadium Deal Is for Nearly $250 Million"""
294,August 17 2016, REUTERS," ""Ex-Insys Employees Plead Not Guilty in U.S. Drug-Kickback Case"""
295,August 17 2016, REUTERS," ""VW's Key Plant Hit by Parts Shortage in Supplier Row"""
296,August 17 2016, REUTERS," ""U.S. Judge Suggests Apollo, TPG Pay Into Caesars Reorganization"""
297,August 17 2016, REUTERS," ""Univision to Buy Gawker Out of Bankruptcy for $135 Million"""
298,August 17 2016, REUTERS," ""SolarCity Slashing Costs, Including CEO Pay"""
299,August 17 2016, THE ASSOCIATED PRESS," ""Young Adult-Aimed Pivot Network Shutting Down After 3 Years"""
300,August 18 2016, REUTERS," ""Lawyer Accused of Fraud by U.S. in BP Oil Spill Case Is Acquitted"""
301,August 18 2016, REUTERS," ""Short-Sellers Smell Blood as Japan Inc Wounded by Accounting Scandals"""
302,August 18 2016, REUTERS," ""CFTC Sues FXCM Over Prior Capital Shortfall, Customer Guarantees"""
303,August 18 2016, REUTERS," ""U.S. Move to End Private Prisons Hurts Shareholders, but Rewards Some Options Traders"""
304,August 18 2016, REUTERS," ""German Economy to Grow Despite Increased Risks Such as Brexit-Ministry"""
305,August 18 2016, THE ASSOCIATED PRESS," ""Eddie Bauer Says Retail Store Registers Hit by Malware"""
306,August 18 2016, REUTERS," ""Viacom and Controlling Shareholder Sumner Redstone Agree on Settlement-Sources"""
307,August 18 2016, REUTERS," ""Goldman Seeks to Force Ex-Employee in Fed Leak Case to Arbitrate"""
308,August 18 2016, REUTERS," ""Fed's Williams Says September Rate Hike Makes Sense"""
309,August 18 2016, REUTERS," ""Viacom and Controlling Shareholder Sumner Redstone Agree on Settlement: Sources"""
310,August 18 2016, THE ASSOCIATED PRESS," ""Wal-Mart and NetApp Advance; Cisco and Agilent Slip"""
311,August 18 2016, REUTERS," ""Eddie Bauer Says Malware Used to Access Payment Card Data"""
312,August 18 2016, REUTERS," ""Caterpillar to Explore Options for Some Mining Products, Cut Jobs"""
313,August 18 2016, REUTERS," ""U.S. Judge Rejects Uber's Driver Expenses Settlement"""
314,August 18 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
315,August 18 2016, REUTERS," ""Fed's Williams Says Need to Take Away Punch Bowl of Low Rates"""
316,August 18 2016, REUTERS," ""Gap's Profit Forecast Misses as Banana Republic Remains Weak"""
317,August 18 2016, REUTERS," ""Deutsche Bank Whistleblower Rebuffs $8.25 Million SEC Award: FT"""
318,August 18 2016, THE ASSOCIATED PRESS," ""How the Dow Jones Industrial Average Fared on Thursday"""
319,August 18 2016, THE ASSOCIATED PRESS," ""Gap Offers Muted Outlook for Annual Earnings, Lower Profit"""
320,August 19 2016, THE ASSOCIATED PRESS," ""TransPerfect Co-Founder Hit With $7.1 Million in Sanctions"""
321,August 19 2016, REUTERS," ""Stock Rotation to Continue as Fed Seen Open to 2016 Hike"""
322,August 19 2016, REUTERS," ""Travelers Former CEO Jay Fishman Dies at 63"""
323,August 19 2016, GRETCHEN MORGENSON," ""Bloated Pay Came Before Hain’s Error"""
324,August 19 2016, REUTERS," ""JPMorgan Ends WaMu Disputes With FDIC, to Receive $645 Million"""
325,August 19 2016, REUTERS," ""SEC Throws Out Short-Selling Fraud Case Against Banker"""
326,August 19 2016, REUTERS," ""FINRA Accuses Broker of Inappropriate Trades, Charging Retiree $376,000"""
327,August 19 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
328,August 19 2016, THE ASSOCIATED PRESS," ""How the Dow Jones Industrial Average Fared on Friday"""
329,August 19 2016, THE ASSOCIATED PRESS," ""Estee Lauder and Emerson Electric Slide; Deere Jumps"""
330,August 19 2016, REUTERS," ""Chinese Power Conglomerates Becoming Dominant Forces in Brazil"""
331,August 19 2016, NATHANIEL POPPER," ""Morgan Stanley Neglected Warnings on Broker"""
332,August 19 2016, REUTERS," ""Incoming Viacom CEO Plans Investor Campaign as Shakeup Looms"""
333,August 19 2016, REUTERS," ""Exxon Mobil Defends Handling of Torrance Refinery Outage"""
334,August 19 2016, THE ASSOCIATED PRESS," ""Grain Mixed, Livestock Lower"""
335,August 19 2016, REUTERS," ""Pricey U.S. Stock Valuations May Warrant Second Look"""
336,August 19 2016, REUTERS," ""Ex-State Street Executive Waives Extradition to Face U.S. Charges"""
337,August 19 2016, REUTERS," ""New York Nabs Global Property Crown From London on Brexit Fears"""
338,August 19 2016, REUTERS," ""IEX's 'Flash Boys' Exchange Goes Live, Aims to Disrupt Market"""
339,August 19 2016, REUTERS," ""FXCM Says Notified CFTC, NFA of January 2015 Capital Shortfall"""
340,August 20 2016, SARAH VARNEY," ""Private Equity’s Stake in Keeping the Elderly at Home"""
341,August 20 2016, REUTERS," ""In Egypt, IMF Deal Brings Austerity Few Can Afford"""
342,August 20 2016, THE ASSOCIATED PRESS," ""Bulldozers and Hard Hats Helped Bring Trump Family Together"""
343,August 20 2016, REUTERS," ""Stock Rotation to Continue as Fed Seen Open to 2016 Hike"""
344,August 20 2016, REUTERS," ""BOJ's Kuroda Says Won't Rule Out Deepening Negative Rate Cut-Sankei"""
345,August 20 2016, REUTERS," ""Toyota Restarts Production in Venezuela After Six Months"""
346,August 20 2016, NICK WINGFIELD and KATIE BENNER," ""S.E.C. Said to Scrutinize the Maker of Just Mayo"""
347,August 20 2016, SAM ROBERTS," ""Ronald DeLuca, 91; Helped Revive Iacocca’s Chrysler"""
348,August 20 2016, EMILY STEEL," ""At Viacom, Now Comes the Hard Part"""
349,August 19 2016, THE ASSOCIATED PRESS," ""TransPerfect Co-Founder Hit With $7.1 Million in Sanctions"""
350,August 21 2016, REUTERS," ""Former China Boom Town Learns Hard Lessons About Service Economy"""
351,August 21 2016, REUTERS," ""Naming of New RBI Chief Shows Modi Government Regains Composure After Rajan Shock"""
352,August 21 2016, REUTERS," ""Chileans Step Up Pension Reform Demands With Nationwide Protests"""
353,August 21 2016, REUTERS," ""Barrier to Reform? Suu Kyi Sticks With Myanmar Central Bank Chief"""
354,August 21 2016, REUTERS," ""Pfizer Nears Deal to Acquire Medivation for Close to $14 Billion"""
355,August 21 2016, REUTERS," ""Japan Inc Has Little Hope for Abe's Stimulus"""
356,August 21 2016, REUTERS," ""Japan Inc Has Little Hope for Abe's Stimulus"""
357,August 21 2016, REUTERS," ""Japan Inc Unenthused Over Abe's Stimulus, BOJ Easing: Reuters Poll"""
358,August 21 2016, REUTERS," ""Renesas Seen Buying U.S. Chipmaker Intersil for Up to 300 Billion Yen-Nikkei"""
359,August 21 2016, REUTERS," ""Facebook Can Climb More Than 20 Percent on Ad Growth: Barron's"""
360,August 21 2016, REUTERS," ""Analysis: Focus on VIX Futures Shorts Hides the Real Story"""
361,August 21 2016, REUTERS," ""Italy's Renzi Not Worried at All About Monte Dei Paschi"""
362,August 21 2016, REUTERS," ""Mexico-U.S Air Transport Deal Begins in Bid to Boost Competition"""
363,August 21 2016, THE ASSOCIATED PRESS," ""Q&A: Former Treasury Official Collyns on China's Currency"""
364,August 21 2016, REUTERS," ""Fed Close to Hitting Job and Inflation Targets: Fischer"""
365,August 21 2016, THE ASSOCIATED PRESS," ""North Carolina a Snapshot of Trump's Shrinking Trade Appeal"""
366,August 21 2016, REUTERS," ""China's Vanke Says Confidence Hit by Takeover Battle"""
367,August 21 2016, REUTERS," ""Fed Guessing Game Moves Up a Gear as Yellen Takes Stage"""
368,August 21 2016, REUTERS," ""Patel's Naming as India Cbank Chief to Comfort Markets as Continuity Seen"""
369,August 21 2016, REUTERS," ""Senior Liverpool Source Says Club Not Up for Sale"""
370,August 22 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
371,August 22 2016, REUTERS," ""Beyond War on Drugs, Philippines' Duterte Seen Setting Up Economic Boom"""
372,August 22 2016, REUTERS," ""Comcast's Golf Channel Beats Appeal Over Allen Stanford Fraud"""
373,August 22 2016, REUTERS," ""Britain's National Grid Cancels Emergency Power Reserve Tender"""
374,August 22 2016, REUTERS," ""Retailer Target to Focus on Digital Efforts, CIO Says"""
375,August 22 2016, THE ASSOCIATED PRESS," ""Google Rolling Out Latest Android System to Nexus Phones"""
376,August 22 2016, THE ASSOCIATED PRESS," ""Interest Rates Rise at Weekly Auction of US Treasury Bills"""
377,August 22 2016, THE ASSOCIATED PRESS," ""Medivation and Syngenta Climb; Viacom, Marathon Oil Fall"""
378,August 22 2016, REUTERS," ""Republicans Urge U.S. Treasury to Overhaul Tax Inversion Proposals"""
379,August 22 2016, THE ASSOCIATED PRESS," ""KFC's New Marketing Gimmick: Giving Away Scented Sunscreen"""
380,August 22 2016, REUTERS," ""Federal Reserve Under Growing Pressure to Reform System, Goals"""
381,August 22 2016, REUTERS," ""Citigroup, AT&T End Litigation Over 'Thanks'"""
382,August 22 2016, REUTERS," ""Three Companies to Plead Guilty in U.S. to Fixing Capacitor Prices"""
383,August 22 2016, REUTERS," ""U.S. Appeals Court Strikes Down Ernst & Young Class Action Waiver"""
384,August 22 2016, REUTERS," ""U.S. Appeals Court Declines to Reconsider Bank of America Ruling"""
385,August 22 2016, REUTERS," ""Libya Sovereign Fund Claimant Denounces U.N.-Backed Government's Management Plan"""
386,August 22 2016, REUTERS," ""Former Fannie Mae CEO Settles Crisis-Related Lawsuit With SEC"""
387,August 22 2016, REUTERS," ""GM Asks Judge to Throw Out Ignition Switch Case Over 'Fabricated' Key"""
388,August 22 2016, THE ASSOCIATED PRESS," ""AP Explains: Super Mario's Global Appeal"""
389,August 22 2016, REUTERS," ""Boeing Internal Forecast Sees 535 Jetliner Sales in 2016, Below Target: AvWeek"""
390,August 23 2016, REUTERS," ""Strong Demand for Samsung's Galaxy Note 7 Tests Supply Chain"""
391,August 23 2016, REUTERS," ""China's Silk Road Powers Bids for $1.5 Billion Pakistan Utility Stake"""
392,August 23 2016, REUTERS," ""Tesla's Musk Buying Over Half of SolarCity Bond Offer-Filing"""
393,August 23 2016, REUTERS," ""As China e-Commerce Booms, Private Equity Sees Room for Growth in Storage Space"""
394,August 23 2016, REUTERS," ""World Bank's Kim Launches Bid for Second Term as President"""
395,August 23 2016, REUTERS," ""Lamborghini Sees Worldwide Sales Doubling by 2019 After SUV Launch"""
396,August 23 2016, REUTERS," ""Caesars Argues Fresh Lawsuit Shield Will Help Bankruptcy Deal"""
397,August 23 2016, REUTERS," ""U.S. Trade Judge Clears Fitbit of Stealing Jawbone's Trade Secrets"""
398,August 23 2016, REUTERS," ""Big Oil Tankers' Need for Retrofit Delays Use of New Panama Canal"""
399,August 23 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
400,August 23 2016, THE ASSOCIATED PRESS," ""Best Buy and Tableau Software Leap; Smucker and Zoe's Skid"""
401,August 23 2016, REUTERS," ""Nigeria Central Bank Suspends Nine Banks From FX Market, Sources Say"""
402,August 23 2016, THE ASSOCIATED PRESS," ""Rio Olympics Kept NBC on Top With Viewers Again Last Week"""
403,August 23 2016, THE ASSOCIATED PRESS," ""Nielsen's Top Programs for Aug.15-21"""
404,August 23 2016, THE ASSOCIATED PRESS," ""Parent of Circle K Buying Texas-Based CST Brands for $4.4B"""
405,August 23 2016, THE ASSOCIATED PRESS," ""Grain Lower, Livestock Lower"""
406,August 23 2016, REUTERS," ""Judge Denies GM's Mid-Trial Bid to Toss Texas Ignition Switch Case"""
407,August 23 2016, THE ASSOCIATED PRESS," ""Tesla Lays Claim to World's Fastest Production Car"""
408,August 23 2016, REUTERS," ""State Insurance Regulators Say U.S. Government Ignored Them in MetLife Case"""
409,August 23 2016, REUTERS," ""Kerry Commits to More Military Aid to Nigeria, U.S. Official Says"""
410,August 24 2016, REUTERS," ""Japanese Seek Bargains as Economy Limps, Abenomics Loses Shine"""
411,August 24 2016, REUTERS," ""Indonesian Stocks Dally at Record Peak as Investors Fear Tipping Point"""
412,August 24 2016, REUTERS," ""SEC Fines Wilbur Ross Firm $2.3 Million Over Fees"""
413,August 24 2016, REUTERS," ""Colombia Peace Pact Won't Boost Economy in Near Term-Investors"""
414,August 24 2016, THE ASSOCIATED PRESS," ""Senate Committee to Scrutinize DuPont-Dow Merger"""
415,August 24 2016, THE ASSOCIATED PRESS," ""White Sox Ballpark Changing Name to Guarantee Rate Field"""
416,August 24 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
417,August 24 2016, REUTERS," ""Puerto Rico Cannot Enforce a Wal-Mart Tax: U.S. Appeals Court"""
418,August 24 2016, REUTERS," ""Canada Takes Tougher Line With China Over Canola Export Dispute"""
419,August 24 2016, THE ASSOCIATED PRESS," ""Express and TurboTax Maker Intuit Sink on Weak Forecasts"""
420,August 24 2016, REUTERS," ""Turing Accused of Retaliation After Executive's Sexual Assault Complaint"""
421,August 24 2016, REUTERS," ""Trump Adviser's Russia Credentials Come Under Scrutiny"""
422,August 24 2016, REUTERS," ""U.S. Banking Regulators Focused on Cyber Security After SWIFT Attacks"""
423,August 24 2016, REUTERS," ""HP Inc Beats Estimates, Weak Printer Demand Weighs on Forecast"""
424,August 24 2016, REUTERS," ""Animal Spirits: Consumers' Devotion Lifts Pet-Care Stocks"""
425,August 24 2016, THE ASSOCIATED PRESS," ""A Look at Some Companies Struggling With Rising Debt"""
426,August 24 2016, THE ASSOCIATED PRESS," ""US Treasury Blasts European Tax Probe of Multinationals"""
427,August 24 2016, REUTERS," ""France Denies It Omitted Elements in Renault Emissions Report"""
428,August 24 2016, REUTERS," ""U.S. SEC Charges 71 Municipal Bond Issuers for Misleading Investors"""
429,August 24 2016, REUTERS," ""Ex-Comverse CEO Pleads Guilty to Fraud, a Decade After Fleeing to Africa"""
430,August 25 2016, REUTERS," ""Fed Officials Tell Activists Rate Hikes Won't Derail Economy"""
431,August 25 2016, REUTERS," ""UK Consumers Recover Some Confidence After Brexit Vote Hit-Survey"""
432,August 25 2016, REUTERS," ""U.S. Bank Group to Launch Zelle Instant Payments Brand in 2017"""
433,August 25 2016, REUTERS," ""Petrobras Voluntary Layoff Program Accepted by 6,100 Employees: Source"""
434,August 25 2016, REUTERS," ""U.S. Judge to Rule Friday on Extended Halt to Caesars Lawsuits"""
435,August 25 2016, THE ASSOCIATED PRESS," ""Business Highlights"""
436,August 25 2016, THE ASSOCIATED PRESS," ""Ryan Lochte Nabs New Sponsor After Speedo, Others Dump Him"""
437,August 25 2016, REUTERS," ""Russian Lawmaker's Son Convicted in U.S. for Hacking Scheme"""
438,August 25 2016, REUTERS," ""GM Cleared in Second U.S. Verdict Over Crash Blamed on Ignition Switch"""
439,August 25 2016, REUTERS," ""Austria's Heta Says Winding Down of Assets Progressing Well"""
440,August 25 2016, THE ASSOCIATED PRESS," ""Dollar General, Signet Fall on Weak Results; Tiffany Gains"""
441,August 25 2016, REUTERS," ""Heed the Warning Label on Mutual Funds-Passive Is Better"""
442,August 25 2016, REUTERS," ""Wells Fargo to Pay Homeowners $3.45 Million Over Mailing Error"""
443,August 25 2016, THE ASSOCIATED PRESS," ""The Most Contrarian Move in Investing: Trust a Stock Picker"""
444,August 25 2016, REUTERS," ""GameStop Quarterly Revenue Misses on Weak Video Game Sales"""
445,August 25 2016, REUTERS," ""August U.S. Auto Sales Seen Down 5.2 Percent; 2015 Was Peak: Forecasters"""
446,August 25 2016, REUTERS," ""U.S. Agency Rolls Out Refinance Program for Homeowners"""
447,August 25 2016, THE ASSOCIATED PRESS," ""Grain Lower, Livestock Lower"""
448,August 25 2016, REUTERS," ""Mediaset Says Vivendi Comments on Pay-TV Deal Devoid of Legal, Commercial Basis"""
449,August 25 2016, REUTERS," ""Exclusive-Chinese-Mexican Man at Centre of $205 Million Seizure Could Be Extradited to Mexico in Days: Lawyer"""
450,August 26 2016, REUTERS," ""Muddy Waters Says St. Jude Shares Could Fall Below $55 a Share: CNBC"""
451,August 26 2016, ALEXANDRA STEVENSON," ""Ackman and Icahn Go at It Again Over Herbalife Fate"""
452,August 26 2016, REUTERS," ""St. Jude Says Report by Short Sellers 'False and Misleading'"""
453,August 26 2016, REUTERS," ""Fiat Chrysler CEO Says Approached by Several Suitors for Magneti Marelli"""
454,August 26 2016, REUTERS," ""For the Fed's Yellen 'Conventional' Unconventional Policy Is Enough"""
455,August 26 2016, REUTERS," ""Four U.S. Airlines Fined for Inaccurate Information About Bumping Compensation"""
456,August 26 2016, REUTERS," ""U.S. Public Universities Turning to Private Sector to Meet Campus Needs"""
457,August 26 2016, REUTERS," ""Fed's Powell Supports Cautious, Gradual Pace of Rate Hikes: BBG TV"""
458,August 26 2016, THE ASSOCIATED PRESS," ""US Rig Count Down 2 This Week to 489, Pennsylvania Up 2"""
459,August 26 2016, REUTERS," ""Hyundai Motor's South Korean Union Overwhelmingly Rejects Wage Deal"""
460,August 27 2016, REUTERS," ""German Finance Minister Says ECB's Low Interest Rates 'Harmful'"""
461,August 27 2016, REUTERS," ""Stada Shareholder AOC Pushes Through Board Reshuffle"""
462,August 27 2016, REUTERS," ""Exclusive: Iraq Plans to Sell Oil Through Iran if Talks With Kurds Fail"""
